Height_cm,Leaf_Count,New_Growth_Count,Watering_Amount_ml,Watering_Frequency_days,Sunlight_Exposure,Room_Temperature_C,Humidity_%,Fertilizer_Type,Fertilizer_Amount_ml,Pest_Presence,Pest_Severity,Soil_Moisture_%,Soil_Type,Health_Score
21.743873170654304,50.054650864615425,0.0,444.0208531311194,1.0573645233903193,Filtered sunlight through curtain,29.52164320344498,70.05343203363736,Organic,43.775553294169065,Fungus gnats,Moderate,17.576758375057857,Chalky,1.872664826740364
20.442352582927583,32.15839186484969,7.956840171762844,201.9545420255242,1.1005624728513854,Low light corner,23.53124947665179,52.549730880593884,Liquid feed,38.81030267953881,Fungus gnats,Low,25.566725507113077,Chalky,0.9650847119817118
22.74869422988678,32.40779208776812,8.799304069564709,49.93874048504697,4.082514303502916,3h direct morning sun,27.82978174424331,33.78447743585842,Compost,7.027183967860791,Spider mites,Moderate,27.562574231157754,Silty,3.0219613375275913
17.641715100761743,26.311221832742113,5.308312506368345,388.968206078544,3.9704781588244105,3h direct morning sun,24.40140729069984,77.14913542538912,Organic,65.05419469952311,Whiteflies,Low,53.77922343344966,Silty,2.949390945836181
30.510722641411334,38.16960238485178,8.919601588637676,204.74495948010528,1.1086978105871474,Filtered sunlight through curtain,27.148454650580465,60.23836355288856,Chemical,89.48095140574351,Aphids,Low,21.619058005880902,Clay,4.8531322459395
35.03325793958717,39.13974889817083,1.942208178680966,104.90194330250651,1.9910914362193237,Indirect light all day,25.303839425314305,54.51982072742909,Organic,21.678100693075006,Whiteflies,Low,40.88392808349949,Loamy,2.9497012553053916
24.016340404386796,29.334323415807393,7.172999880090469,121.34212376693584,2.030604416240347,Filtered sunlight through curtain,24.533466012118513,37.238143431268306,Chemical,2.1812348507029915,Whiteflies,Moderate,17.45700491576642,Loamy,3.0233692774565215
31.28199724733229,27.228511640022734,0.6791630738542819,226.70920632244412,4.958232441810791,Filtered sunlight through curtain,24.37612299835706,56.07039288434675,Chemical,48.962969469226174,Whiteflies,Moderate,22.13824238304365,Chalky,1.040609359183191
32.14622434162869,12.531957798007099,7.01659591311296,131.72035537592816,2.031075708544623,Low light corner,20.12294606196649,61.20326560468006,Liquid feed,60.75104984576129,Whiteflies,High,14.933427503989554,Chalky,3.033320227884399
31.20516020371433,11.69442347875567,8.932808850428485,366.2434328818925,1.9869126350281663,Indirect light all day,20.77303085970846,43.66041953175366,Organic,26.367750082440484,Whiteflies,Low,13.980113248283649,Loamy,1.04723114700555
39.90374605611994,13.339854082942121,6.04365899299654,328.0680100904292,2.0345044186465775,6h full sun,27.412008557040032,69.86448494988774,Chemical,84.50083130864338,Fungus gnats,Low,32.619900050261734,Chalky,4.141882049903035
43.077725122215035,32.77425155079408,8.175546335125617,406.17705119056706,5.010445984543617,Low light corner,29.82260766794418,65.06545828509908,Liquid feed,6.47855025836915,Whiteflies,Moderate,42.26750224301341,Peaty,4.947877051000936
16.90579542489478,41.06500009771048,4.013028753445628,286.75931528490406,3.1338931303767446,6h full sun,22.792126313943026,42.536233230027264,Chemical,18.43876975653407,Aphids,High,56.08374364035553,Loamy,4.038398386000353
8.096949708618899,11.74651941107235,8.882586630338759,345.6991927913716,6.091401258596571,3h direct morning sun,18.84160690616235,74.35234718400916,Chemical,17.622501373523495,Whiteflies,Low,50.03135843769277,Clay,0.9444050222861298
25.761310643842798,46.584962175245735,2.8537471482366503,363.8912981083134,5.917633676113662,Indirect light all day,22.0167713405799,33.88162706461732,Chemical,37.362355788138224,Spider mites,Low,19.003548366276085,Silty,3.065500299789219
28.20030361703913,40.443522626607894,5.899927295201424,122.40798353151266,2.821254658050619,6h full sun,20.340338071322673,37.144229688992766,Compost,95.73306197772595,Aphids,Low,11.156949977786125,Silty,4.012487088187034
34.39467258666915,10.091861463760981,1.6673874777088777,388.2058906424319,4.977153176523146,Indirect light all day,22.255714894463587,67.07064180530475,Chemical,89.47460826025406,Aphids,Low,37.68226806085894,Peaty,3.0461563984318656
27.33409688227442,31.83448486463237,0.0,233.93667933098314,2.973977034794938,3h direct morning sun,24.099140586924886,45.24342436115274,Chemical,92.17338144031748,Aphids,Low,57.78718274092507,Chalky,0.9657460247248766
4.557670750718016,26.314410406902446,0.9859275394945636,253.40247834715902,0.884816794477681,Indirect light all day,23.49627370716417,32.57172601675397,Liquid feed,83.97059189322657,Aphids,Moderate,23.619610360354613,Clay,1.9573752514392437
20.559592610667618,16.151619587896178,0.0,359.4008998197379,2.115632166196088,Low light corner,24.7326683838164,74.71580852522634,Organic,56.34637384709581,Whiteflies,Low,53.904890616452924,Loamy,2.906091858004557
32.038050234575785,20.514954971714356,2.114327345504157,132.2935662898081,2.0109113037074575,Low light corner,24.712318857854623,74.47024644810892,Liquid feed,15.783762407686915,Fungus gnats,High,56.17787843611306,Silty,0.9432258758535585
27.07502599436576,23.363125264334176,6.02821975258531,490.2243775794109,5.009038753561338,3h direct morning sun,25.815590192547326,48.415306859475095,Organic,37.930625457068146,Spider mites,Low,13.113446528608293,Chalky,4.014584457164982
9.201541234884653,44.38056833152689,8.903910152921219,246.88282909015726,4.048038781214031,3h direct morning sun,28.08425962779371,31.230233792978186,Chemical,15.469748838046135,Fungus gnats,Low,41.7111311686372,Sandy,2.04671538604821
33.4037323691994,45.63880882701158,2.3119833030126657,184.2489923391278,4.937253888477851,Indirect light all day,22.893642956562523,65.61484606825674,Liquid feed,97.67440303856598,Spider mites,High,56.00079171942347,Clay,0.9524712516904904
35.577225770664896,49.28771817850824,8.797031887385288,330.9714153756963,1.0528037300894226,Filtered sunlight through curtain,24.193607203310485,76.74685775097606,Organic,93.37532314128035,Spider mites,Low,37.8235097043476,Chalky,4.117128578696544
17.2157336253244,30.295233457329395,0.973476948614624,380.5180954676931,0.975687865201954,6h full sun,21.274281759012652,69.84702389661298,Liquid feed,22.435991112029793,Whiteflies,Low,37.0966103799811,Clay,3.9706751004516088
14.205398315253987,42.405109576152704,4.244872045565337,290.78692492340446,3.0978317558132105,Filtered sunlight through curtain,23.418409935402778,37.15751484066465,Chemical,29.785322356817385,Whiteflies,High,51.798541458477395,Silty,4.94580462027176
31.503523622349796,8.613298817329891,8.079011616733075,391.1334236763639,2.8765880298574142,6h full sun,22.31613879093612,42.2770741128758,Organic,15.710570281806767,Spider mites,Moderate,25.329677107128813,Loamy,3.029277463908436
14.199539950334806,37.2904708013725,1.911874647584065,254.00294934943733,4.106650972989622,Low light corner,22.72662602334656,54.610875912854404,Compost,33.95320453400181,Fungus gnats,Low,17.14250521550952,Silty,3.9208137930962996
22.81946981902876,37.04617972692173,1.8831239962196702,493.2514509111459,5.9606385456789965,3h direct morning sun,27.54306355264326,72.25870106215379,Compost,10.357672396705343,Aphids,Low,49.73418967752768,Loamy,0.912075169137528
8.000220440671798,28.92365637983904,1.2640153088061497,430.16162738587815,5.0135618100550765,Filtered sunlight through curtain,22.327823254353554,71.28364717481848,Chemical,51.93980014748967,Fungus gnats,Moderate,36.496790952397205,Clay,4.99958737219657
23.985907266981542,5.09299461486456,2.8407192269794734,115.62756889764213,5.051157659367655,6h full sun,25.802623054411338,34.05838169664921,Chemical,42.75045382521254,Fungus gnats,Moderate,29.1359140442164,Peaty,5.047008639685483
17.96794052531924,36.382003744160535,6.009201115738193,167.00717114833415,1.0445107796837674,Indirect light all day,31.288402093204994,54.448961190782754,Chemical,17.039096820096457,Aphids,Low,56.591763479542415,Silty,5.022239855749438
27.88829489047036,34.74479715773737,5.855980374231148,162.88562889324712,0.87152727827479,Filtered sunlight through curtain,22.5056320099712,38.25023911462589,Organic,26.970291819415287,Aphids,Low,23.17025818451755,Peaty,4.944706121249545
40.07480284311998,7.039848033313735,6.0723199008816655,263.95373131610614,5.106486115370539,Filtered sunlight through curtain,18.496365319667547,37.762107137310174,Liquid feed,71.92376918578177,Spider mites,Moderate,30.812436931201912,Silty,0.9806227961220282
26.611154675816273,30.664584538654186,0.08663877260017326,245.8791527470537,2.9514898476636637,3h direct morning sun,24.333272388670967,44.27214656216318,Chemical,91.74137752948532,Aphids,Low,58.546147484442535,Chalky,0.963683516561876
0.0,33.35307726817416,1.893704044124572,299.4807211975652,1.9324822778706352,Indirect light all day,28.29906015752592,49.07269569196158,Compost,10.397757380913262,Fungus gnats,Low,52.41672433194705,Sandy,5.020331927908539
9.758541500029963,41.82033952411815,7.148824848549722,462.9112400775059,2.1825627154988707,Indirect light all day,21.781644598950855,34.642504132538406,Chemical,75.18048014067979,Whiteflies,High,26.023834827070896,Clay,5.014921022246552
0.7999039299099187,26.46746203621461,0.0,335.9006625161755,5.966382646317111,Filtered sunlight through curtain,21.286157062821374,35.52573275161113,Chemical,95.39573938496848,Spider mites,Moderate,38.969381764275944,Silty,3.1107083761572065
10.333951517086934,32.3860102704388,5.09265023477389,166.16428721821958,0.9022885724330433,Filtered sunlight through curtain,27.528028683714844,32.61395666902096,Compost,27.669316069198146,Aphids,Moderate,23.48250155347039,Sandy,4.97725269256421
0.0,19.250522737158423,1.9745252457125353,315.4120465406414,1.0575871723600752,Filtered sunlight through curtain,21.675451248032086,44.73264475140115,Chemical,71.30843976167739,Aphids,Low,59.464312169770274,Chalky,5.007011091437492
17.112897485955926,12.446214969123709,8.178755703012355,464.77061196167546,1.9173248439871267,Low light corner,26.590228237016554,33.519414330721325,Chemical,84.08228407721873,Aphids,High,33.314101178243185,Chalky,2.0708634902979255
42.89760154765224,35.416864481532386,6.260005549055736,148.78934957370782,4.069765186297163,3h direct morning sun,25.372503986538657,35.28226745067692,Compost,6.039962805417128,Aphids,Low,60.38633003910758,Sandy,1.0193256977716112
25.06329329132586,10.398110493288524,0.855909430606353,431.3473912004431,4.9789761927825795,Indirect light all day,25.186552465058437,62.15942447130051,Organic,7.186165734490427,Whiteflies,Low,45.49409185660707,Silty,4.863234875126428
38.56140290270849,9.559276203009018,2.099606264573252,109.49502635853337,5.0326165649687695,6h full sun,17.68557758289972,42.1650013291341,Organic,0.0,Whiteflies,Low,33.995332803142986,Loamy,1.907167590813985
30.754182596682988,21.56764410557201,7.939759259916487,413.11496520427556,2.8038484840120805,Low light corner,26.304155318571937,53.27890743314499,Chemical,16.481399364527725,Whiteflies,Moderate,23.335277610717775,Loamy,1.0601246082520874
16.303923660299215,14.30134105315853,6.186415323438982,79.7340095473796,1.0953268193772405,Filtered sunlight through curtain,23.215435127550364,37.70450572274384,Organic,27.59423199827846,Aphids,Low,23.15513327196339,Sandy,2.9178101121427487
30.211221805126254,23.34759475259536,6.9714941201166996,489.0905188404854,2.8287255274015193,3h direct morning sun,27.704168402244587,79.39032324256603,Chemical,78.13394853075765,Spider mites,High,59.20552346171886,Clay,4.131085858587755
16.9239430031011,22.383127343596122,9.021455961463051,143.43779087276454,2.9950413520225925,Filtered sunlight through curtain,24.192379246691193,37.14474395273001,Chemical,91.56194949257373,Whiteflies,Moderate,30.67432455275279,Silty,3.9649611837842835
0.0,14.111650471451394,5.802883611016634,150.65123066360212,6.087711620196959,Low light corner,24.02996659135726,45.14325923845377,Chemical,53.83489768329801,Spider mites,High,47.62401123256216,Clay,4.814807174238911
27.15829596923696,31.500559554494615,9.044269474849091,238.24626265891044,1.8499233450602361,Indirect light all day,21.21257039095701,70.78383303227545,Chemical,65.59786680626591,Spider mites,Low,38.950537640678434,Loamy,1.0524001095844713
18.61488646091984,48.413483948431335,1.8406593075506552,58.35262524885191,6.0575249418247665,Indirect light all day,25.338083483810294,39.10078966358481,Chemical,28.16352108065032,Whiteflies,Low,36.82026155348259,Clay,4.009791719223021
42.603279924359704,38.48104199227431,5.0228672934212,342.65612333882643,6.054844908837973,Filtered sunlight through curtain,28.886580702141472,65.50511513714117,Compost,80.88243633308005,Whiteflies,Moderate,41.09889514687154,Peaty,2.0152354197463715
23.925318199462502,31.800522806036454,5.893479805584321,219.1839863791788,2.9909111851342143,6h full sun,24.797444513915604,59.50761792576228,Compost,14.463234970701714,Fungus gnats,Moderate,26.462852111317044,Sandy,5.045921873083276
0.0,29.739958881035328,5.082509058227904,282.6210948666188,1.0355603544074687,Low light corner,22.548728512083823,48.17142698914338,Chemical,9.878749684837759,Aphids,High,51.898235165633906,Chalky,5.037163877094279
47.61765752418597,36.04680952185934,8.06088566304134,212.96850011335684,4.14376618715399,3h direct morning sun,21.487981263039288,65.38884077627506,Chemical,56.07010615474246,Spider mites,High,10.890324010933202,Sandy,4.019046567721743
4.794327046519253,20.169228148228203,4.176658772942086,106.79237369401987,3.8970276218844355,6h full sun,24.759676144674255,42.944811472745975,Chemical,59.26744170955197,Whiteflies,Low,23.471562918209884,Clay,0.9878728956816377
23.72203470618291,42.412894544843,1.103875275590672,148.25759499179028,4.993733071612438,Low light corner,19.333684863252973,52.160895886980114,Organic,41.40577506234436,Fungus gnats,Low,43.7965942346796,Chalky,2.986883357916071
25.443834061400327,20.11692352263712,1.9455648018505334,121.64570235653517,3.0879101560059103,Low light corner,23.389367205914976,64.14714415123028,Chemical,9.213821508006045,Whiteflies,Low,54.59609799604467,Sandy,4.0605101677627
30.545684117173014,38.10603886940658,6.830189720837215,226.58109636323385,6.014482757070608,Indirect light all day,28.465481515865825,43.480250178398975,Organic,60.36732648596701,Whiteflies,Moderate,54.855780997386226,Chalky,2.0784060307010224
22.275391679930692,36.843646842803025,1.9878868360729538,479.0210264996767,5.986875274006353,3h direct morning sun,27.58015998417155,73.56255183232875,Compost,9.113174182392891,Aphids,Low,48.931878783886596,Loamy,1.0299136432607074
20.802842065552237,16.65124514796305,0.0,353.59268731589367,2.015258225733788,Low light corner,24.829648813247932,74.5033392221258,Organic,57.34010852190263,Whiteflies,Low,53.82624085127381,Loamy,3.082984508735828
28.389418221689887,34.33388000783543,6.082506196605057,165.22888048070155,0.9705357838627372,Filtered sunlight through curtain,22.56533846636814,38.55208943715659,Organic,25.955126214041233,Aphids,Low,21.641408379453004,Peaty,5.019683714202896
22.873601369840006,18.32373831282253,2.020243879110536,83.68966168975984,4.939690742782454,3h direct morning sun,18.060958649501934,30.120514036884117,Liquid feed,32.253301589184325,Whiteflies,Moderate,19.396323031690613,Chalky,0.9584355222884641
16.099946948226584,4.874897672985563,4.110837436346384,64.88349897406529,0.9083661250571804,Indirect light all day,21.26463573349677,72.60272140201728,Chemical,98.8347180196668,Spider mites,Low,33.974756606220076,Sandy,2.018408503165996
16.906218123976977,13.210802763350959,1.200645314659474,247.65334013976332,0.9340061718578548,Indirect light all day,27.38771347422616,43.08783556976091,Chemical,37.91287874252278,Whiteflies,Low,37.033627806219904,Clay,0.8971692387592409
10.037511258842512,31.021918907962785,9.000621936900412,195.78280071739064,1.001586323010196,3h direct morning sun,22.420461119509234,67.73944945093278,Chemical,91.13994253475097,Aphids,Low,27.90910757909707,Loamy,2.089636003441085
24.029546378262836,26.575944105876083,8.798764605109028,463.07500970051063,5.98475491356296,Low light corner,26.862622735994442,56.64146381685784,Organic,64.73290668528271,Whiteflies,High,47.112632603379964,Silty,4.845888630686701
26.686025372479474,48.54470200758071,0.9289966161122083,105.1238113278522,4.112030755071295,6h full sun,23.30415279960464,40.01699559575767,Liquid feed,78.40865182459707,Aphids,Moderate,32.64486170474181,Loamy,2.077378567188468
25.902245133198452,39.438435657728704,3.9421629383502452,61.145574481421626,4.089737443454238,3h direct morning sun,21.35069915972778,33.69455248055915,Compost,17.677705871643568,Whiteflies,Low,47.57244942313338,Peaty,4.931569412936769
7.733592139324086,47.524389484804686,4.98349224555645,186.58754601768013,5.122191553416962,3h direct morning sun,23.78650206792043,42.900758270888446,Organic,19.683988278838527,Spider mites,Low,34.94005634961526,Silty,4.0256412456267325
33.54512353832999,31.351960781472112,6.04028396667277,370.787915096031,1.1799840034306324,3h direct morning sun,23.70782148454403,33.08703684126465,Chemical,42.863260031692505,Aphids,High,42.63324388419838,Loamy,0.9244866387701399
16.6148933191104,17.604528551839767,3.196097917094451,213.12547690115642,5.989467190190647,Filtered sunlight through curtain,21.035673905009702,64.95925972403032,Chemical,72.97505999807369,Whiteflies,Moderate,31.023165600767975,Peaty,4.974059142115469
11.200008084182299,29.83036440307553,4.078238735416116,276.0031450485038,4.095201128529385,Indirect light all day,19.00499088315864,36.10412742089624,Organic,9.117116554516166,Aphids,Moderate,35.844763188101595,Sandy,3.040681004729362
19.693952199093513,20.429296335646185,2.289535652218252,308.40123091544916,0.9087468095663829,6h full sun,19.400670852246076,66.28102691154737,Liquid feed,62.840852022745736,Whiteflies,Low,27.014358598438005,Clay,4.9112018836485
29.791754358276428,39.348684964373405,7.176555469220619,46.341939142176436,6.0350581212303345,Filtered sunlight through curtain,22.077199037083563,77.60294402656474,Liquid feed,17.77866766376917,Spider mites,High,51.02737024198605,Sandy,2.918233764052349
17.19652169437028,32.06859866188069,5.16294754838793,344.9496599765363,1.0326365609819197,Indirect light all day,23.91933500232756,75.76462991955634,Chemical,19.72429108835659,Fungus gnats,Moderate,24.398762767423253,Clay,2.0210822878991364
26.560272291145836,39.88283037532417,1.1806662550772724,248.34904619800125,5.041853461214709,Filtered sunlight through curtain,26.05345772383004,64.02599691066786,Organic,47.366012080896745,Fungus gnats,High,35.54663267223103,Sandy,2.9825005414920795
24.49406873355566,5.922719684440142,9.0716041788726,366.09609819369297,5.02385603954101,Indirect light all day,24.02364364652826,43.51343802169345,Liquid feed,66.65665263025627,Whiteflies,High,55.59531782592194,Silty,2.9987184795793445
17.402538899335028,41.99123576313131,0.0,57.04806366916216,5.932190263111028,Low light corner,24.902098053612363,65.44485667328036,Chemical,45.025509781787875,Spider mites,Moderate,34.19970629847571,Silty,4.056893182016547
38.80067423765991,5.387283859183889,7.0287522435648695,263.7066585318993,1.9756397897124955,Indirect light all day,22.2499582454809,61.95182150437189,Chemical,27.75209398134936,Whiteflies,Low,44.141634438375185,Loamy,3.909909598598097
28.003257667695642,12.623907698078874,1.2723231125954102,151.45193606146134,1.8790373621999072,Filtered sunlight through curtain,20.80172345011217,56.11986440442007,Chemical,77.1701532888778,Spider mites,Low,53.05072197549783,Silty,1.9321709584234565
9.99768686559194,33.62448104055256,7.043711632060317,308.75605144560393,6.0120903916419595,3h direct morning sun,22.21342836733756,46.73063149959908,Liquid feed,68.34269493218423,Whiteflies,Moderate,13.082186199335665,Loamy,1.0644014889496884
21.950150493047907,49.42365287935269,8.142251804681933,322.02277605010227,5.002277172983526,Low light corner,22.929538324944453,73.15865332847278,Compost,52.84177339648333,Fungus gnats,Low,44.61275934059427,Peaty,0.9877666900532602
40.21691465231576,8.94865068577029,2.4732874287825584,382.7846028694355,2.0149908742834666,Filtered sunlight through curtain,25.750096799066476,52.866314892448315,Compost,33.14207601732303,Whiteflies,Moderate,35.38719586736256,Clay,4.008591208458823
41.533846249951665,18.422424128045527,7.933185023540029,379.9471150181795,1.8010987798628708,Low light corner,21.62399728073236,58.96702401939614,Compost,97.22939429784019,Whiteflies,High,25.123721919377203,Clay,4.007880413767789
29.380528629810165,14.697772532196039,9.390589774561866,389.45952517205694,3.061478199509105,Filtered sunlight through curtain,26.205188875133064,66.71492788645683,Liquid feed,57.67116216258387,Fungus gnats,High,15.311883569785984,Silty,4.99616620551582
33.922919180680864,37.38065749440803,4.860454424082982,407.9308158594104,4.953925742694614,Filtered sunlight through curtain,27.81623355002672,52.74624467417195,Chemical,61.787284194395475,Fungus gnats,High,34.22615941013314,Chalky,2.9723323795761147
30.33204791906693,42.41086345778942,5.864834686777726,409.3901840847495,1.1985715425444747,6h full sun,25.415757904317964,76.0246244275652,Liquid feed,95.59659004611841,Spider mites,High,31.01977195805828,Chalky,1.0391965881445908
34.28539634296403,30.041668999465674,6.063279192585439,118.18360064642816,3.2087467135567964,6h full sun,27.5073574877381,66.72822243435624,Compost,8.399685074944784,Whiteflies,High,40.39542048601038,Clay,5.07282588229435
18.71022775346506,5.696515031936614,0.0,438.0301822703965,0.8511107250560397,6h full sun,24.965474126369287,56.596193412107525,Compost,0.0,Aphids,Low,41.18773523911431,Loamy,2.041831263428173
36.2850753770397,31.63823660779725,6.1168370006279105,454.85226609228056,1.967674565342996,6h full sun,27.014681834416717,65.39217677206204,Organic,23.445011201386276,Spider mites,Low,32.52115541334865,Peaty,2.005435427759874
16.374175383969924,5.004296635507253,4.940616132356073,59.337592083732545,0.8726834381097897,Low light corner,21.795027792836084,50.02271628547615,Chemical,54.32328658882036,Whiteflies,Moderate,54.86772872392571,Loamy,0.964610240410001
22.25668203127284,8.496294471443845,2.1910679762384735,355.638389721713,3.9679204364980354,Indirect light all day,25.8699235477389,35.5174797726502,Organic,15.327031013690151,Aphids,Low,8.927496200003922,Clay,3.873763253970553
2.920140398838684,22.870068750792864,5.838102609377315,261.4106825760291,5.928589650736122,6h full sun,20.901732887707315,53.882100110239584,Liquid feed,59.2501042002879,Whiteflies,High,17.201887264268656,Peaty,3.087059686126678
25.640073503746553,39.39161236967801,3.938441413510117,71.54154354891205,3.982476287998166,3h direct morning sun,21.173972836669524,33.18527059543602,Compost,13.504720451337498,Whiteflies,Low,48.54420713779206,Peaty,5.023945630242382
29.784597618961804,14.272771779154485,0.19487625270372105,209.99944048269023,1.0409868300275695,Filtered sunlight through curtain,25.193872962267278,44.13516654157789,Compost,97.34681591824403,Whiteflies,Low,13.853078273081673,Clay,3.035317201666834
33.677204665441835,14.227412125884252,4.862168744509515,427.60288482785535,1.9976921416106492,3h direct morning sun,27.317774857584347,53.669525954648435,Chemical,48.33716493151779,Spider mites,Low,20.95671471506023,Loamy,4.818256284153841
42.572831088561244,7.4635368230253345,1.865585961589156,280.6920762225531,4.125426821202613,Low light corner,18.534950493790387,30.344071182943907,Compost,53.53440295351012,Spider mites,High,16.157525387223746,Chalky,1.8237814667102272
42.790368164856474,38.364904248580174,5.102142248250016,332.67021828592846,6.1296168132965745,Filtered sunlight through curtain,29.137306331624654,65.95888572160418,Compost,78.50003133376264,Whiteflies,Moderate,41.450565929892655,Peaty,1.9388313593820365
17.44423221331004,33.102498614476325,4.8657233530217505,331.4433850686441,1.0768984298356483,Indirect light all day,24.236904133775614,77.2360284324155,Chemical,17.360802611947868,Fungus gnats,Moderate,22.782222470136507,Clay,2.059322658085086
50.37138249887136,15.702993865126938,6.053148241003734,256.52287414272377,2.828178485299225,Indirect light all day,19.068090171297822,66.00026038555676,Compost,82.50693795186302,Aphids,High,25.980356027354347,Peaty,1.9748782066816624
40.588904772244966,11.438995348156507,8.009603382689559,452.4735542610108,1.989214074037889,Low light corner,27.062262418633377,34.74308314178047,Chemical,70.88720763499312,Whiteflies,Moderate,42.83836033817853,Sandy,4.08330841983022
29.346999957961977,24.261541613729353,4.965792042619944,426.14217897544427,2.9736982027364416,Indirect light all day,29.54616243037179,50.86854889640507,Chemical,45.69296690118823,Fungus gnats,Low,25.456779935193715,Peaty,1.9424657938028094
38.509390349347974,40.531245363991054,2.8551616879530535,97.10991725517532,3.9317002986052314,6h full sun,25.173646865398066,38.83186758126511,Compost,52.175940319978054,Spider mites,Moderate,32.5642086876224,Chalky,2.1174158425336063
21.447485551592152,38.89590684225978,8.029536369713652,204.56883389420415,2.949395805372892,Filtered sunlight through curtain,24.457189267232195,72.40421551038884,Chemical,86.94717942894415,Whiteflies,High,24.169933344545626,Clay,4.952313944914556
16.729620122909242,14.486265653236009,6.068901684888709,70.72210349997069,0.9642890645442845,Filtered sunlight through curtain,22.869188114402693,36.620584386428376,Organic,23.34483003483388,Aphids,Low,25.515234859502833,Sandy,2.9410774896837446
19.58527747350664,33.38762083366676,6.0474647103233155,129.881019992614,4.850912717326421,Low light corner,25.95522987789207,63.535754271481345,Liquid feed,27.30258475773177,Aphids,Low,44.91812750832635,Peaty,4.069083301180288
39.25388830321634,11.096266040727652,7.032333732291551,164.5691008674655,1.9762885241207888,3h direct morning sun,24.323927368725798,78.10095634469063,Chemical,81.18010433259568,Whiteflies,Low,56.01652880364953,Loamy,3.0878240398217938
19.691731366038017,47.993030251842214,7.02959814188749,411.687868338042,2.8117955769039735,Filtered sunlight through curtain,21.72739954655883,39.66820890083289,Liquid feed,52.38233312695471,Whiteflies,Moderate,53.90210009490579,Clay,4.031364573595907
33.10289913710247,47.77986633581178,7.100128348802951,436.98983873987345,5.009817987313708,6h full sun,23.76486598194932,50.00054543520759,Chemical,12.689184049786112,Fungus gnats,Low,21.85077387875263,Peaty,3.101119751761822
37.210147569217796,44.36290909856822,8.142224995480838,86.33745009264042,0.8906094286143409,6h full sun,23.866530976291337,68.84623679727126,Compost,81.3569476042044,Whiteflies,High,42.0751369986576,Clay,1.839024245605549
29.41988756049252,8.329347543050233,5.078049539364689,136.98817378165433,2.9683529451405297,Filtered sunlight through curtain,24.04184804812303,64.64919683774293,Organic,65.7655687386234,Spider mites,Low,48.97574042726685,Peaty,1.0074877602486236
31.383280456130144,16.644800221818475,7.0123104790138635,371.4898383918785,4.201955520431037,6h full sun,32.56260004204736,57.518382813158944,Compost,95.07592726710804,Fungus gnats,High,32.34055365674551,Sandy,3.001305251277015
20.268487323437835,14.607791137423193,3.8593721098133806,235.7618735656263,1.931117759591376,6h full sun,21.486322399538988,76.73582731710735,Liquid feed,52.340427849571576,Spider mites,Moderate,55.82858277232102,Loamy,1.9951995019954192
26.665186408956473,43.19209795765287,7.0759871198196365,179.76341960715988,5.881245085746612,6h full sun,25.259633893837595,60.41807013288847,Chemical,98.76593645078002,Whiteflies,Moderate,18.9715236768053,Loamy,4.045612138834682
19.664302768529495,22.68528791840501,6.855203039850892,204.8356572728444,6.039802660623091,6h full sun,23.62914728664774,30.623031011797487,Organic,41.111008360702876,Whiteflies,High,14.38947811107953,Sandy,0.9090803771238061
27.047479115078385,14.079155441415844,5.172967493423744,437.70309293268747,4.200140085801121,6h full sun,21.396293293873082,68.23550442825378,Organic,7.524990933643089,Fungus gnats,Low,18.963622559487238,Chalky,3.954262524559422
15.129428834009273,17.600969817498008,7.88116610808226,172.3740424917937,4.099354039227895,Low light corner,24.939208150015844,69.23427861246101,Liquid feed,83.50336797837868,Spider mites,Low,36.852039285911225,Silty,0.9487864289790706
24.25592512738537,6.229552784872518,9.059226120780258,373.80666253326626,4.953669669401658,Indirect light all day,24.090754669094103,43.449519706996895,Liquid feed,65.01094660432787,Whiteflies,High,55.82026977315847,Silty,3.0653673009913547
35.983209841957894,22.2338552635547,3.0500818408625476,300.9464407178658,4.94916907020535,Low light corner,25.940585141646128,73.16552579569117,Chemical,71.29731496091199,Aphids,High,25.612721034350635,Chalky,2.9830763182904234
29.200570238110345,44.78696439637808,7.107064665896499,155.19329058431487,1.8513013775032137,6h full sun,26.002193615051695,80.41233840140752,Chemical,0.8030469360574904,Fungus gnats,High,17.858749781156664,Loamy,5.001015794254717
39.615535426350114,39.415120207056844,2.9161182343446614,88.51654459193789,3.9785547507478487,6h full sun,25.656313979830532,39.66504423957197,Compost,56.96462266558988,Spider mites,Moderate,32.62323314667338,Chalky,1.8976642716823262
24.371810015493793,24.988435089262087,5.2041752724021695,75.06939274928784,4.931345455675238,Filtered sunlight through curtain,18.509139336549516,64.38150264678262,Chemical,26.41807632164267,Whiteflies,Moderate,15.983519608648026,Sandy,4.0515669256921445
22.04635003868365,26.470471791186146,6.031484549940738,372.65957187194863,3.1715542099473404,Filtered sunlight through curtain,23.07898781004798,64.88202525891192,Chemical,18.061567846413993,Whiteflies,Low,43.10228663798483,Clay,3.0463301358408614
27.51201319069858,42.53360726345868,9.07374349477008,133.4528775325017,0.9252464403737769,Low light corner,20.58197692817175,67.23853169845808,Liquid feed,4.642059248491688,Fungus gnats,Low,32.198886490203336,Chalky,1.0804992413078498
30.41672939945063,26.649090840763915,0.7864134522113921,217.80597403876826,4.996157597841751,Filtered sunlight through curtain,24.01958638157102,54.08082714864192,Chemical,50.98894270726986,Whiteflies,Moderate,20.324362430636683,Chalky,1.0463863603990176
