Height_cm,Leaf_Count,New_Growth_Count,Watering_Amount_ml,Watering_Frequency_days,Sunlight_Exposure,Room_Temperature_C,Humidity_%,Fertilizer_Type,Fertilizer_Amount_ml,Pest_Presence,Pest_Severity,Soil_Moisture_%,Soil_Type,Health_Score
13.69,11.0,5.0,190.0,4.0,Filtered sunlight through curtain,22.7,34.6,Organic,49.0,Fungus gnats,High,29.0,Loamy,1.0
22.29,21.0,1.0,195.0,5.0,Filtered sunlight through curtain,21.4,63.9,Chemical,47.0,Whiteflies,Low,10.5,Loamy,4.0
33.93,6.0,6.0,474.0,1.0,6h full sun,22.1,66.3,Chemical,31.0,Aphids,Low,24.2,Chalky,1.0
6.73,16.0,1.0,363.0,1.0,Low light corner,26.1,78.3,Chemical,48.0,Fungus gnats,Low,16.0,Chalky,5.0
24.45,46.0,9.0,233.0,1.0,Indirect light all day,22.1,43.0,Compost,67.0,Whiteflies,Moderate,15.1,Sandy,5.0
20.26,22.0,7.0,201.0,6.0,6h full sun,23.6,30.9,Organic,44.0,Whiteflies,High,13.9,Sandy,1.0
38.26,15.0,7.0,250.0,1.0,Indirect light all day,24.0,57.3,Chemical,31.0,Fungus gnats,Low,39.7,Peaty,4.0
8.23,20.0,0.0,177.0,2.0,3h direct morning sun,18.2,65.3,Liquid feed,3.0,Whiteflies,Low,19.5,Peaty,1.0
25.93,22.0,7.0,336.0,5.0,Filtered sunlight through curtain,19.6,69.5,Liquid feed,64.0,Whiteflies,High,28.1,Clay,2.0
21.06,39.0,1.0,360.0,3.0,3h direct morning sun,25.0,39.7,Compost,96.0,Whiteflies,Low,53.1,Chalky,5.0
39.7,30.0,5.0,302.0,4.0,Filtered sunlight through curtain,21.8,43.1,Chemical,70.0,Aphids,Moderate,31.2,Silty,2.0
30.98,20.0,0.0,315.0,1.0,6h full sun,27.2,55.6,Chemical,72.0,Spider mites,High,55.8,Clay,5.0
19.14,10.0,4.0,237.0,5.0,Indirect light all day,26.9,46.5,Chemical,64.0,Whiteflies,Moderate,34.9,Clay,5.0
33.53,48.0,6.0,435.0,1.0,Indirect light all day,26.2,73.0,Liquid feed,79.0,Fungus gnats,Low,29.9,Loamy,3.0
21.11,47.0,9.0,279.0,6.0,6h full sun,29.5,53.7,Chemical,17.0,Whiteflies,Low,47.5,Silty,2.0
34.99,46.0,0.0,320.0,1.0,Low light corner,23.8,70.0,Liquid feed,53.0,Whiteflies,High,13.7,Loamy,2.0
22.63,16.0,1.0,308.0,1.0,3h direct morning sun,25.9,59.0,Compost,46.0,Whiteflies,Low,14.5,Peaty,3.0
35.55,17.0,6.0,348.0,1.0,3h direct morning sun,22.2,68.7,Organic,5.0,Whiteflies,Low,42.6,Clay,4.0
29.36,8.0,5.0,464.0,1.0,Indirect light all day,31.4,46.6,Chemical,65.0,Fungus gnats,Low,34.3,Peaty,2.0
57.6,43.0,2.0,247.0,4.0,Indirect light all day,30.0,71.6,Compost,8.0,Fungus gnats,High,49.5,Silty,1.0
24.47,6.0,9.0,372.0,5.0,Indirect light all day,24.0,43.7,Liquid feed,67.0,Whiteflies,High,55.8,Silty,3.0
28.83,30.0,1.0,105.0,6.0,6h full sun,25.2,57.3,Compost,22.0,Spider mites,High,29.4,Chalky,2.0
20.21,31.0,9.0,368.0,1.0,Low light corner,28.1,40.7,Chemical,42.0,Whiteflies,Low,39.8,Sandy,4.0
25.03,31.0,3.0,252.0,1.0,3h direct morning sun,23.6,53.8,Organic,50.0,Fungus gnats,Moderate,35.0,Loamy,2.0
-2.02,19.0,2.0,320.0,1.0,Filtered sunlight through curtain,22.0,45.9,Chemical,71.0,Aphids,Low,59.1,Chalky,5.0
29.66,12.0,6.0,158.0,1.0,6h full sun,26.6,43.3,Liquid feed,24.0,Whiteflies,High,51.6,Chalky,1.0
38.43,11.0,7.0,165.0,2.0,3h direct morning sun,24.2,78.3,Chemical,79.0,Whiteflies,Low,55.6,Loamy,3.0
28.97,44.0,1.0,141.0,2.0,Low light corner,24.5,38.0,Compost,34.0,Whiteflies,Low,22.7,Loamy,5.0
11.86,16.0,9.0,187.0,3.0,6h full sun,21.5,69.4,Chemical,16.0,Whiteflies,High,48.6,Silty,4.0
16.98,17.0,6.0,471.0,1.0,3h direct morning sun,18.8,79.2,Compost,17.0,Whiteflies,Low,23.3,Silty,5.0
0.7,47.0,7.0,352.0,3.0,6h full sun,24.7,31.0,Liquid feed,26.0,Whiteflies,Low,20.4,Clay,5.0
34.79,21.0,5.0,106.0,4.0,3h direct morning sun,26.7,65.0,Organic,14.0,Fungus gnats,Moderate,57.2,Peaty,4.0
14.93,21.0,5.0,99.0,3.0,3h direct morning sun,23.3,42.6,Chemical,80.0,Fungus gnats,Low,11.0,Silty,5.0
24.71,40.0,9.0,120.0,5.0,Low light corner,28.3,32.0,Organic,68.0,Whiteflies,High,58.3,Chalky,3.0
23.46,25.0,0.0,448.0,2.0,Filtered sunlight through curtain,21.9,50.1,Liquid feed,79.0,Whiteflies,Low,17.5,Clay,2.0
39.88,12.0,3.0,451.0,2.0,Low light corner,20.8,76.8,Chemical,14.0,Spider mites,Low,51.0,Clay,5.0
25.85,9.0,0.0,131.0,1.0,3h direct morning sun,23.8,30.6,Compost,41.0,Whiteflies,Low,23.8,Chalky,3.0
33.09,30.0,3.0,421.0,1.0,6h full sun,23.8,59.4,Compost,33.0,Fungus gnats,Moderate,27.5,Silty,2.0
30.46,20.0,1.0,154.0,4.0,Low light corner,26.3,55.1,Liquid feed,47.0,Aphids,Low,20.8,Chalky,2.0
38.59,40.0,4.0,137.0,6.0,Filtered sunlight through curtain,21.7,73.7,Chemical,82.0,Aphids,Moderate,39.3,Sandy,5.0
22.61,32.0,9.0,51.0,4.0,3h direct morning sun,28.1,34.2,Compost,7.0,Spider mites,Moderate,27.4,Silty,3.0
43.7,33.0,8.0,409.0,5.0,Low light corner,29.9,64.1,Liquid feed,9.0,Whiteflies,Moderate,42.9,Peaty,5.0
5.14,16.0,9.0,133.0,1.0,Low light corner,23.9,64.0,Liquid feed,4.0,Whiteflies,Low,10.8,Chalky,4.0
33.57,41.0,2.0,92.0,1.0,Low light corner,27.7,63.5,Organic,47.0,Whiteflies,Low,13.2,Silty,2.0
16.33,34.0,7.0,203.0,4.0,Low light corner,20.8,77.1,Compost,25.0,Spider mites,Low,15.0,Loamy,5.0
20.07,27.0,2.0,376.0,4.0,6h full sun,27.2,71.2,Chemical,85.0,Spider mites,Low,30.9,Sandy,2.0
30.69,20.0,5.0,471.0,4.0,Filtered sunlight through curtain,27.1,32.1,Compost,22.0,Spider mites,Low,50.7,Peaty,3.0
30.61,18.0,3.0,143.0,2.0,Filtered sunlight through curtain,26.6,53.6,Compost,61.0,Aphids,Low,54.4,Silty,1.0
31.06,14.0,7.0,347.0,3.0,3h direct morning sun,24.0,49.9,Compost,12.0,Whiteflies,Low,22.2,Loamy,5.0
11.14,11.0,5.0,182.0,3.0,Indirect light all day,15.1,45.5,Liquid feed,8.0,Whiteflies,Moderate,38.7,Silty,5.0
39.49,49.0,7.0,444.0,1.0,6h full sun,22.1,52.6,Chemical,19.0,Whiteflies,Low,48.4,Loamy,2.0
15.99,41.0,0.0,114.0,2.0,3h direct morning sun,22.1,49.2,Chemical,91.0,Spider mites,High,24.4,Peaty,3.0
17.33,33.0,5.0,339.0,4.0,3h direct morning sun,21.1,51.6,Organic,56.0,Spider mites,Low,30.5,Sandy,4.0
31.38,7.0,0.0,425.0,1.0,Low light corner,24.4,79.0,Compost,23.0,Fungus gnats,High,36.2,Loamy,3.0
22.13,19.0,0.0,306.0,2.0,Indirect light all day,22.7,34.4,Chemical,32.0,Fungus gnats,Low,16.7,Clay,5.0
28.08,40.0,7.0,435.0,5.0,Indirect light all day,21.5,76.1,Organic,19.0,Aphids,Low,11.3,Peaty,4.0
3.43,23.0,6.0,262.0,6.0,6h full sun,20.8,54.0,Liquid feed,59.0,Whiteflies,High,17.6,Peaty,3.0
27.84,17.0,2.0,197.0,2.0,Indirect light all day,21.9,61.2,Compost,47.0,Whiteflies,Low,41.3,Chalky,1.0
27.18,46.0,5.0,110.0,1.0,3h direct morning sun,27.4,71.5,Chemical,63.0,Whiteflies,Low,13.7,Sandy,2.0
19.9,25.0,8.0,198.0,3.0,Indirect light all day,22.0,48.0,Liquid feed,29.0,Spider mites,High,19.5,Clay,3.0
4.26,41.0,6.0,137.0,4.0,Indirect light all day,22.5,51.5,Organic,72.0,Whiteflies,Low,26.9,Clay,3.0
22.87,31.0,2.0,373.0,6.0,Filtered sunlight through curtain,22.6,50.5,Liquid feed,16.0,Spider mites,High,13.9,Chalky,1.0
24.63,33.0,5.0,432.0,5.0,3h direct morning sun,25.0,48.7,Chemical,99.0,Whiteflies,Moderate,19.6,Loamy,5.0
21.33,24.0,3.0,445.0,6.0,Indirect light all day,25.4,76.3,Liquid feed,13.0,Whiteflies,Moderate,55.6,Loamy,2.0
6.64,29.0,2.0,327.0,6.0,Indirect light all day,14.9,71.4,Organic,18.0,Spider mites,Moderate,11.0,Clay,3.0
40.95,10.0,8.0,453.0,2.0,Low light corner,27.1,35.4,Chemical,70.0,Whiteflies,Moderate,42.7,Sandy,4.0
18.61,40.0,9.0,131.0,1.0,Indirect light all day,28.3,35.4,Chemical,58.0,Whiteflies,Moderate,29.2,Loamy,3.0
22.78,6.0,1.0,178.0,1.0,Indirect light all day,20.8,51.4,Liquid feed,66.0,Spider mites,Low,43.6,Peaty,2.0
0.91,26.0,0.0,335.0,6.0,Filtered sunlight through curtain,21.1,34.9,Chemical,96.0,Spider mites,Moderate,39.4,Silty,3.0
40.95,36.0,1.0,431.0,4.0,3h direct morning sun,22.6,61.0,Liquid feed,43.0,Aphids,Low,21.2,Chalky,1.0
20.33,20.0,6.0,402.0,1.0,6h full sun,21.7,37.2,Compost,31.0,Whiteflies,Moderate,52.4,Sandy,3.0
25.98,22.0,9.0,329.0,6.0,3h direct morning sun,24.7,56.1,Chemical,10.0,Spider mites,Low,34.6,Loamy,3.0
36.21,9.0,0.0,319.0,1.0,Low light corner,18.2,30.4,Liquid feed,1.0,Whiteflies,Moderate,51.1,Silty,4.0
18.24,40.0,5.0,341.0,4.0,3h direct morning sun,20.6,45.8,Compost,89.0,Whiteflies,Low,30.3,Clay,1.0
34.63,34.0,6.0,252.0,5.0,Indirect light all day,28.6,63.9,Chemical,67.0,Fungus gnats,Low,59.2,Chalky,1.0
4.39,49.0,8.0,73.0,6.0,Low light corner,21.2,54.2,Compost,16.0,Fungus gnats,Moderate,48.5,Loamy,3.0
30.51,23.0,7.0,493.0,3.0,3h direct morning sun,27.7,78.9,Chemical,80.0,Spider mites,High,58.3,Clay,4.0
40.72,27.0,5.0,400.0,3.0,Low light corner,25.1,73.7,Organic,91.0,Spider mites,Low,35.7,Loamy,3.0
19.2,38.0,2.0,360.0,6.0,6h full sun,18.6,48.0,Organic,93.0,Whiteflies,Moderate,33.7,Chalky,3.0
36.19,17.0,7.0,257.0,2.0,3h direct morning sun,25.9,32.3,Liquid feed,39.0,Spider mites,Low,47.8,Peaty,2.0
43.34,47.0,6.0,329.0,5.0,Indirect light all day,23.6,72.3,Chemical,86.0,Whiteflies,High,54.0,Peaty,2.0
22.45,33.0,2.0,254.0,2.0,Low light corner,22.6,75.6,Organic,45.0,Spider mites,Moderate,58.2,Silty,4.0
21.62,40.0,8.0,201.0,3.0,Filtered sunlight through curtain,24.7,71.0,Chemical,87.0,Whiteflies,High,26.2,Clay,5.0
16.02,26.0,1.0,487.0,4.0,Low light corner,25.4,36.4,Compost,92.0,Spider mites,Moderate,49.9,Peaty,2.0
19.9,40.0,2.0,75.0,6.0,Filtered sunlight through curtain,26.1,79.9,Compost,3.0,Aphids,Low,20.5,Chalky,5.0
16.85,13.0,1.0,243.0,1.0,Indirect light all day,27.5,42.9,Chemical,37.0,Whiteflies,Low,37.3,Clay,1.0
16.01,43.0,0.0,385.0,3.0,6h full sun,25.2,66.2,Liquid feed,62.0,Aphids,High,19.0,Loamy,2.0
36.99,23.0,3.0,471.0,5.0,Filtered sunlight through curtain,19.9,75.4,Chemical,28.0,Aphids,Low,27.4,Sandy,2.0
17.1,42.0,4.0,287.0,3.0,6h full sun,22.6,41.8,Chemical,18.0,Aphids,High,56.6,Loamy,4.0
27.59,10.0,5.0,370.0,5.0,Low light corner,32.8,75.4,Chemical,90.0,Aphids,Low,17.3,Chalky,5.0
25.38,19.0,4.0,124.0,5.0,Indirect light all day,26.2,45.5,Chemical,28.0,Whiteflies,Low,41.6,Silty,2.0
39.98,24.0,0.0,484.0,6.0,Filtered sunlight through curtain,31.1,78.8,Chemical,99.0,Fungus gnats,Low,39.6,Clay,2.0
19.97,13.0,2.0,212.0,5.0,Low light corner,28.2,44.1,Chemical,34.0,Whiteflies,Low,16.0,Loamy,4.0
28.81,36.0,0.0,348.0,2.0,3h direct morning sun,24.7,77.7,Liquid feed,69.0,Spider mites,Moderate,26.3,Clay,4.0
32.91,8.0,4.0,78.0,4.0,Low light corner,24.9,32.7,Organic,22.0,Spider mites,Low,38.1,Peaty,5.0
39.9,22.0,4.0,214.0,3.0,6h full sun,23.9,65.5,Chemical,45.0,Fungus gnats,Low,19.4,Sandy,1.0
19.82,9.0,5.0,386.0,4.0,Indirect light all day,18.8,56.6,Organic,43.0,Fungus gnats,High,50.0,Chalky,1.0
18.82,24.0,7.0,235.0,1.0,Indirect light all day,24.1,53.9,Chemical,47.0,Fungus gnats,Low,58.6,Loamy,3.0
14.38,27.0,9.0,103.0,3.0,Low light corner,27.6,41.2,Organic,51.0,Aphids,Moderate,20.7,Sandy,2.0
47.36,15.0,0.0,344.0,4.0,3h direct morning sun,22.2,65.3,Liquid feed,7.0,Whiteflies,Low,19.3,Chalky,5.0
38.84,41.0,3.0,91.0,4.0,6h full sun,25.2,39.5,Compost,54.0,Spider mites,Moderate,32.7,Chalky,2.0
24.58,26.0,9.0,461.0,6.0,Low light corner,26.6,57.6,Organic,65.0,Whiteflies,High,47.4,Silty,5.0
44.31,8.0,0.0,334.0,6.0,Low light corner,21.3,42.7,Chemical,76.0,Whiteflies,Moderate,24.1,Peaty,5.0
23.98,33.0,8.0,476.0,1.0,Indirect light all day,22.6,77.8,Liquid feed,39.0,Whiteflies,Low,11.0,Silty,5.0
32.24,48.0,6.0,436.0,5.0,6h full sun,20.9,31.4,Compost,84.0,Fungus gnats,High,37.1,Silty,2.0
25.1,38.0,6.0,187.0,3.0,3h direct morning sun,21.5,40.0,Liquid feed,30.0,Fungus gnats,Moderate,57.8,Clay,4.0
28.98,17.0,4.0,236.0,6.0,Indirect light all day,20.1,42.1,Chemical,47.0,Spider mites,Low,29.6,Clay,2.0
27.92,46.0,6.0,447.0,3.0,Low light corner,21.3,50.7,Compost,99.0,Spider mites,Low,31.0,Sandy,5.0
20.75,13.0,1.0,253.0,1.0,Indirect light all day,28.3,41.6,Chemical,60.0,Spider mites,Low,58.4,Peaty,3.0
35.92,46.0,3.0,480.0,6.0,Indirect light all day,21.3,54.6,Compost,51.0,Whiteflies,Moderate,44.7,Chalky,1.0
32.16,35.0,6.0,91.0,6.0,Filtered sunlight through curtain,24.4,73.6,Chemical,37.0,Fungus gnats,High,46.0,Peaty,5.0
35.28,11.0,2.0,399.0,5.0,Indirect light all day,22.5,65.6,Chemical,90.0,Aphids,Low,38.1,Peaty,3.0
28.2,8.0,1.0,465.0,3.0,Indirect light all day,27.5,59.0,Chemical,35.0,Whiteflies,Moderate,58.7,Sandy,4.0
15.93,23.0,9.0,337.0,3.0,6h full sun,27.9,34.5,Liquid feed,86.0,Whiteflies,Moderate,44.4,Clay,5.0
42.09,46.0,1.0,475.0,3.0,Indirect light all day,26.6,64.7,Organic,54.0,Whiteflies,High,54.8,Peaty,3.0
22.37,34.0,0.0,465.0,5.0,3h direct morning sun,24.9,38.3,Liquid feed,84.0,Fungus gnats,Low,45.0,Peaty,5.0
28.64,35.0,4.0,75.0,6.0,Low light corner,23.3,69.3,Liquid feed,12.0,Whiteflies,Low,46.8,Peaty,2.0
31.35,39.0,5.0,420.0,1.0,6h full sun,20.4,42.5,Compost,36.0,Whiteflies,High,24.5,Loamy,3.0
28.57,25.0,5.0,434.0,3.0,Indirect light all day,29.8,50.9,Chemical,46.0,Fungus gnats,Low,25.2,Peaty,2.0
34.15,35.0,8.0,105.0,4.0,3h direct morning sun,21.7,47.5,Organic,89.0,Fungus gnats,Low,49.1,Peaty,2.0
35.73,23.0,3.0,302.0,5.0,Low light corner,26.0,72.9,Chemical,70.0,Aphids,High,24.8,Chalky,3.0
22.75,35.0,0.0,171.0,2.0,6h full sun,27.2,36.3,Compost,21.0,Whiteflies,Moderate,38.1,Silty,1.0
41.25,36.0,5.0,155.0,1.0,3h direct morning sun,22.3,58.3,Chemical,38.0,Fungus gnats,High,22.5,Loamy,3.0
22.33,6.0,4.0,179.0,4.0,Indirect light all day,27.1,37.1,Organic,86.0,Spider mites,Low,50.8,Peaty,1.0
28.37,14.0,9.0,386.0,3.0,Filtered sunlight through curtain,26.3,65.2,Liquid feed,57.0,Fungus gnats,High,15.5,Silty,5.0
21.12,6.0,5.0,207.0,2.0,Filtered sunlight through curtain,29.2,75.3,Chemical,29.0,Aphids,Moderate,51.5,Peaty,5.0
18.27,6.0,2.0,425.0,1.0,6h full sun,22.6,51.7,Chemical,17.0,Fungus gnats,Moderate,40.1,Sandy,3.0
35.44,28.0,1.0,280.0,5.0,3h direct morning sun,20.1,54.4,Chemical,17.0,Whiteflies,High,19.3,Sandy,5.0
56.22,21.0,5.0,357.0,2.0,Low light corner,22.5,76.4,Liquid feed,73.0,Whiteflies,High,37.1,Silty,4.0
21.38,36.0,0.0,140.0,6.0,3h direct morning sun,24.6,56.0,Chemical,38.0,Whiteflies,Low,24.1,Loamy,2.0
37.15,20.0,6.0,442.0,2.0,Filtered sunlight through curtain,24.2,54.4,Compost,93.0,Whiteflies,Low,26.2,Chalky,2.0
21.74,20.0,6.0,71.0,4.0,6h full sun,22.8,58.9,Chemical,25.0,Whiteflies,Moderate,27.6,Loamy,1.0
24.9,43.0,9.0,339.0,1.0,Indirect light all day,18.3,64.5,Organic,70.0,Spider mites,Low,13.2,Loamy,5.0
42.58,35.0,6.0,159.0,4.0,3h direct morning sun,25.4,35.3,Compost,6.0,Aphids,Low,59.3,Sandy,1.0
14.26,47.0,9.0,98.0,4.0,Filtered sunlight through curtain,29.9,71.1,Organic,68.0,Spider mites,Low,11.6,Sandy,2.0
11.62,28.0,0.0,178.0,3.0,Low light corner,25.4,51.8,Liquid feed,64.0,Whiteflies,Low,43.1,Chalky,2.0
24.13,5.0,3.0,122.0,5.0,6h full sun,25.8,33.6,Chemical,45.0,Fungus gnats,Moderate,28.6,Peaty,5.0
31.64,15.0,6.0,389.0,2.0,Indirect light all day,25.7,69.3,Chemical,17.0,Fungus gnats,Low,42.3,Chalky,4.0
29.64,25.0,8.0,102.0,1.0,3h direct morning sun,25.2,48.8,Compost,12.0,Spider mites,Low,27.8,Peaty,4.0
28.61,8.0,4.0,405.0,6.0,Low light corner,26.8,35.0,Chemical,24.0,Fungus gnats,High,43.7,Silty,5.0
25.34,11.0,1.0,429.0,5.0,Indirect light all day,25.2,61.7,Organic,7.0,Whiteflies,Low,46.5,Silty,5.0
32.87,30.0,6.0,217.0,5.0,Filtered sunlight through curtain,23.1,74.0,Chemical,73.0,Aphids,High,44.5,Clay,1.0
-4.14,16.0,9.0,94.0,1.0,Filtered sunlight through curtain,21.6,74.4,Chemical,31.0,Whiteflies,Moderate,15.7,Sandy,5.0
17.49,35.0,0.0,442.0,5.0,Low light corner,23.3,77.9,Liquid feed,16.0,Whiteflies,High,42.8,Clay,4.0
24.06,21.0,6.0,154.0,3.0,Filtered sunlight through curtain,24.9,73.4,Liquid feed,78.0,Whiteflies,Low,24.0,Clay,5.0
32.05,37.0,5.0,199.0,5.0,6h full sun,23.1,30.1,Chemical,78.0,Whiteflies,High,11.4,Sandy,1.0
39.9,15.0,6.0,195.0,3.0,Low light corner,24.9,49.0,Organic,47.0,Whiteflies,Low,30.7,Clay,1.0
16.15,32.0,9.0,253.0,2.0,Filtered sunlight through curtain,25.3,70.9,Liquid feed,62.0,Aphids,High,31.7,Loamy,1.0
39.57,36.0,2.0,411.0,2.0,3h direct morning sun,26.5,48.3,Liquid feed,39.0,Aphids,High,33.4,Peaty,1.0
20.47,5.0,2.0,348.0,4.0,Filtered sunlight through curtain,27.8,60.1,Chemical,83.0,Aphids,Moderate,45.2,Chalky,3.0
23.7,32.0,6.0,216.0,3.0,6h full sun,24.2,60.3,Compost,14.0,Fungus gnats,Moderate,25.4,Sandy,5.0
30.81,46.0,1.0,250.0,6.0,Indirect light all day,20.1,48.3,Chemical,98.0,Whiteflies,Low,25.8,Loamy,2.0
22.97,11.0,0.0,183.0,2.0,Indirect light all day,23.0,75.2,Chemical,5.0,Whiteflies,Low,13.0,Silty,5.0
36.1,6.0,8.0,260.0,5.0,Filtered sunlight through curtain,24.1,55.2,Chemical,93.0,Whiteflies,Low,44.3,Chalky,3.0
20.95,46.0,8.0,97.0,1.0,Indirect light all day,18.5,53.2,Liquid feed,62.0,Whiteflies,High,38.4,Chalky,1.0
21.1,28.0,6.0,175.0,1.0,Filtered sunlight through curtain,28.2,79.9,Liquid feed,7.0,Aphids,Low,27.5,Chalky,3.0
35.52,8.0,6.0,288.0,3.0,6h full sun,24.4,54.7,Chemical,94.0,Aphids,Moderate,45.3,Clay,4.0
17.37,48.0,2.0,56.0,6.0,Indirect light all day,25.1,38.9,Chemical,31.0,Whiteflies,Low,36.9,Clay,4.0
27.49,23.0,9.0,321.0,4.0,3h direct morning sun,28.1,55.7,Organic,44.0,Aphids,Low,33.5,Clay,5.0
8.4,30.0,1.0,434.0,5.0,Filtered sunlight through curtain,22.1,70.7,Chemical,51.0,Fungus gnats,Moderate,35.6,Clay,5.0
43.2,15.0,6.0,420.0,3.0,Indirect light all day,25.7,68.8,Chemical,78.0,Whiteflies,Low,41.8,Loamy,2.0
37.07,44.0,8.0,86.0,1.0,6h full sun,23.7,69.4,Compost,81.0,Whiteflies,High,43.0,Clay,2.0
52.5,47.0,0.0,260.0,3.0,6h full sun,23.4,65.4,Organic,12.0,Whiteflies,Low,24.4,Sandy,4.0
38.38,15.0,3.0,214.0,5.0,3h direct morning sun,21.7,42.7,Chemical,23.0,Fungus gnats,Low,17.0,Chalky,1.0
13.7,49.0,5.0,174.0,6.0,6h full sun,29.0,73.1,Liquid feed,39.0,Aphids,Low,17.8,Loamy,3.0
31.69,7.0,6.0,386.0,6.0,6h full sun,22.9,74.7,Chemical,13.0,Spider mites,Low,42.0,Silty,2.0
15.82,16.0,9.0,241.0,2.0,Indirect light all day,26.1,39.7,Liquid feed,91.0,Fungus gnats,Moderate,53.6,Clay,2.0
40.78,7.0,6.0,267.0,5.0,Filtered sunlight through curtain,18.4,36.5,Liquid feed,74.0,Spider mites,Moderate,30.5,Silty,1.0
13.99,46.0,9.0,263.0,2.0,Low light corner,27.5,78.8,Chemical,69.0,Whiteflies,Low,18.5,Chalky,1.0
13.51,31.0,1.0,111.0,2.0,6h full sun,27.2,73.4,Chemical,61.0,Whiteflies,Moderate,47.8,Loamy,5.0
8.9,6.0,3.0,377.0,2.0,6h full sun,24.3,74.7,Chemical,88.0,Aphids,Low,51.6,Chalky,3.0
20.12,20.0,4.0,494.0,3.0,Low light corner,23.3,74.3,Chemical,60.0,Fungus gnats,High,54.0,Silty,1.0
18.11,6.0,0.0,430.0,1.0,6h full sun,25.2,57.1,Compost,0.0,Aphids,Low,40.3,Loamy,2.0
12.38,34.0,0.0,210.0,6.0,Indirect light all day,30.9,62.3,Organic,88.0,Spider mites,Low,53.0,Peaty,2.0
44.9,24.0,9.0,115.0,3.0,Indirect light all day,18.7,57.3,Organic,65.0,Spider mites,Low,10.8,Loamy,4.0
30.3,42.0,2.0,335.0,1.0,Low light corner,26.3,32.6,Chemical,31.0,Whiteflies,High,15.4,Clay,1.0
29.12,32.0,9.0,288.0,6.0,6h full sun,21.3,67.3,Chemical,12.0,Spider mites,Low,14.6,Silty,5.0
40.89,29.0,2.0,69.0,5.0,6h full sun,23.9,55.3,Compost,32.0,Whiteflies,Low,45.6,Chalky,3.0
27.56,36.0,7.0,237.0,6.0,Filtered sunlight through curtain,23.3,62.4,Organic,31.0,Fungus gnats,Moderate,13.5,Chalky,5.0
17.51,14.0,8.0,131.0,6.0,6h full sun,22.7,55.1,Chemical,55.0,Whiteflies,Moderate,34.8,Chalky,2.0
8.0,46.0,0.0,412.0,6.0,Indirect light all day,24.0,54.6,Chemical,23.0,Spider mites,Moderate,33.6,Sandy,5.0
16.95,44.0,1.0,251.0,4.0,3h direct morning sun,20.6,38.6,Chemical,90.0,Whiteflies,Low,25.5,Sandy,2.0
40.05,37.0,9.0,457.0,5.0,3h direct morning sun,27.1,43.9,Chemical,3.0,Whiteflies,Low,53.5,Clay,2.0
12.45,17.0,1.0,181.0,3.0,3h direct morning sun,18.6,37.9,Liquid feed,87.0,Aphids,High,18.5,Peaty,2.0
28.53,45.0,3.0,86.0,3.0,3h direct morning sun,25.6,39.8,Chemical,22.0,Whiteflies,Low,27.6,Sandy,2.0
35.34,46.0,1.0,181.0,1.0,6h full sun,23.0,78.6,Chemical,28.0,Whiteflies,Low,48.7,Loamy,2.0
27.85,41.0,6.0,126.0,3.0,6h full sun,20.5,37.7,Compost,97.0,Aphids,Low,11.5,Silty,4.0
28.99,20.0,8.0,138.0,2.0,Filtered sunlight through curtain,24.6,43.5,Chemical,20.0,Whiteflies,Low,43.6,Clay,5.0
31.56,49.0,6.0,451.0,6.0,6h full sun,19.3,59.5,Chemical,29.0,Whiteflies,Low,50.8,Peaty,4.0
28.79,26.0,5.0,302.0,3.0,3h direct morning sun,24.1,60.5,Compost,89.0,Fungus gnats,Low,56.6,Loamy,4.0
41.09,24.0,9.0,393.0,1.0,Low light corner,19.7,37.7,Organic,19.0,Aphids,High,53.8,Chalky,1.0
14.6,47.0,0.0,243.0,1.0,Low light corner,25.4,69.7,Organic,15.0,Fungus gnats,Low,26.0,Sandy,1.0
27.4,31.0,9.0,225.0,2.0,Indirect light all day,21.2,69.3,Chemical,66.0,Spider mites,Low,39.3,Loamy,1.0
6.82,45.0,8.0,82.0,1.0,Indirect light all day,22.6,41.9,Compost,48.0,Whiteflies,Low,13.9,Peaty,3.0
4.26,20.0,4.0,107.0,4.0,6h full sun,24.9,44.4,Chemical,57.0,Whiteflies,Low,22.9,Clay,1.0
24.18,38.0,4.0,250.0,6.0,Low light corner,21.7,76.9,Compost,43.0,Aphids,Low,14.7,Loamy,5.0
30.43,36.0,5.0,77.0,6.0,3h direct morning sun,23.8,71.3,Compost,24.0,Whiteflies,Low,25.8,Clay,4.0
41.31,30.0,8.0,84.0,6.0,3h direct morning sun,19.5,64.9,Chemical,22.0,Spider mites,Low,53.8,Chalky,5.0
49.2,29.0,7.0,174.0,5.0,3h direct morning sun,25.9,34.1,Compost,58.0,Whiteflies,Low,27.4,Peaty,1.0
38.2,6.0,7.0,443.0,3.0,6h full sun,29.3,50.9,Chemical,0.0,Whiteflies,Moderate,38.1,Peaty,3.0
32.27,16.0,7.0,370.0,4.0,6h full sun,32.4,58.0,Compost,96.0,Fungus gnats,High,31.7,Sandy,3.0
26.6,44.0,0.0,91.0,3.0,Filtered sunlight through curtain,24.3,39.4,Compost,14.0,Spider mites,Low,32.9,Silty,4.0
9.69,13.0,0.0,134.0,4.0,3h direct morning sun,26.4,52.4,Chemical,80.0,Spider mites,Low,58.5,Peaty,5.0
23.54,16.0,7.0,442.0,3.0,3h direct morning sun,18.7,60.1,Organic,97.0,Fungus gnats,Moderate,24.8,Loamy,2.0
